representation,trial_index,c_value,class_weight,repeat_index,fold_index,macro_auroc,balanced_accuracy,composite_score
metadata,8,1.0,none,2,0,0.7565276654562368,0.2448979591836735,0.5007128123199551
metadata,8,1.0,none,2,1,0.593725314540532,0.2642857142857143,0.4290055144131232
metadata,8,1.0,none,2,2,0.55899404037991,0.1904761904761905,0.3747351154280502
metadata,8,1.0,none,2,3,0.5620036213786215,0.14285714285714285,0.35243038211788213
metadata,8,1.0,none,2,4,0.5468962287712288,0.16666666666666666,0.3567814477189477
metadata,9,1.0,balanced,0,0,0.5188151002436717,0.17551020408163268,0.3471626521626522
metadata,9,1.0,balanced,0,1,0.6286454216073781,0.37857142857142856,0.5036084250894033
metadata,9,1.0,balanced,0,2,0.7012385802603195,0.3095238095238095,0.5053811948920645
metadata,9,1.0,balanced,0,3,0.4729597485847486,0.15476190476190474,0.31386082667332665
metadata,9,1.0,balanced,0,4,0.6067092418451114,0.22380952380952376,0.4152593828273176
metadata,9,1.0,balanced,1,0,0.573424221281364,0.20816326530612245,0.3907937432937433
metadata,9,1.0,balanced,1,1,0.6676765082743344,0.330952380952381,0.4993144446133577
metadata,9,1.0,balanced,1,2,0.6228151377607899,0.29047619047619044,0.45664566411849017
metadata,9,1.0,balanced,1,3,0.5218075674325674,0.21428571428571427,0.36804664085914085
metadata,9,1.0,balanced,1,4,0.5379166304709783,0.20714285714285713,0.3725297438069177
metadata,9,1.0,balanced,2,0,0.7377812267097982,0.2948979591836735,0.5163395929467358
metadata,9,1.0,balanced,2,1,0.6020593717876326,0.2714285714285714,0.43674397160810197
metadata,9,1.0,balanced,2,2,0.6125321508201943,0.21428571428571433,0.4134089325529543
metadata,9,1.0,balanced,2,3,0.6116518897768898,0.11904761904761904,0.3653497544122544
metadata,9,1.0,balanced,2,4,0.541527539489496,0.16666666666666666,0.3540971030780813
metadata,10,10.0,none,0,0,0.5224103145531717,0.21122448979591837,0.366817402174545
metadata,10,10.0,none,0,1,0.644687984117332,0.2357142857142857,0.4402011349158088
metadata,10,10.0,none,0,2,0.7236895351025785,0.32142857142857145,0.522559053265575
metadata,10,10.0,none,0,3,0.4674023892773893,0.15476190476190474,0.31108214701964704
metadata,10,10.0,none,0,4,0.6166951074288031,0.1880952380952381,0.4023951727620206
metadata,10,10.0,none,1,0,0.5953106681678111,0.24387755102040817,0.41959410959410964
metadata,10,10.0,none,1,1,0.674355119518163,0.2119047619047619,0.44312994071146244
metadata,10,10.0,none,1,2,0.6384692843388494,0.20238095238095238,0.42042511835990093
metadata,10,10.0,none,1,3,0.5266993423243423,0.21428571428571427,0.3704925283050283
metadata,10,10.0,none,1,4,0.5458735105474236,0.2285714285714286,0.3872224695594261
metadata,10,10.0,none,2,0,0.7490880151594439,0.3163265306122449,0.5327072728858444
metadata,10,10.0,none,2,1,0.5923972042450304,0.3,0.44619860212251516
metadata,10,10.0,none,2,2,0.5630494234026843,0.2619047619047619,0.4124770926537231
metadata,10,10.0,none,2,3,0.5707969114219115,0.14285714285714285,0.3568270271395272
metadata,10,10.0,none,2,4,0.5477387196137197,0.16666666666666666,0.35720269314019315
